Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Temperature_C,Humidity_Percent,Soil_Type,Soil_pH,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Soil_Moisture_Percent,Irrigation_Type,Crop_Variety,Sowing_Month,Harvest_Month,Growing_Days,Soil_Fertility_Index,Pest_Risk_Index,Disease_Risk_Index,Water_Availability_Index,Weather_Stress_Index,Crop_Health_Index
Ragi,2014,Kharif,Goa,15.5,11,3491.2,2339.88,5.115,0.725,31.6,95.0,Red,6.42,161.0,75.8,76.8,52.9,Rainfed,Local,July,November,118,56.6,24.7,23.2,45.3,41.4,63.0
Masoor,2012,Rabi,Nagaland,2050.0,1670,1296.6,309140.0,635.5,0.813333333,18.0,66.7,Alluvial,7.01,205.8,64.6,88.2,65.0,Rainfed,HYV,December,April,111,70.8,7.7,17.2,18.1,37.3,55.2
Garlic,2005,Whole Year,Chhattisgarh,899.0,2518,1292.7,107808.08,188.79,2.986428571,20.8,69.2,Loamy,6.31,166.9,48.4,69.5,63.3,Canal,Yamuna,January,June,139,53.6,14.7,28.9,57.2,26.8,73.1
Other Kharif pulses,2008,Kharif,Sikkim,2680.0,2970,2247.5,383347.2,241.2,1.04,24.6,90.6,Loamy,6.93,183.9,77.9,67.4,69.3,Drip,Improved,June,October,107,71.0,13.7,13.2,69.3,33.4,69.5
Arhar/Tur,2008,Kharif,Manipur,525.0,587,1134.8,75096.0,47.25,1.135555556,22.3,66.0,Red,6.58,146.3,52.7,57.6,42.7,Rainfed,ICPL 87,June,November,154,44.6,21.1,24.8,24.0,27.1,52.1
Khesari,2006,Rabi,Bihar,101692.0,80253,1052.8,12987085.32,22372.24,0.788648649,18.9,62.1,Alluvial,7.43,151.5,70.4,65.6,41.7,Rainfed,High Yielding Variety,December,April,114,49.7,13.8,23.7,24.7,14.9,68.0
Ragi,2004,Kharif,Madhya Pradesh,403.0,112,895.7,43661.02,84.63,0.302,29.0,59.5,Black,7.7,126.7,35.4,68.9,34.7,Rainfed,HYV,June,October,107,40.3,29.1,22.6,0.0,56.0,27.2
Arhar/Tur,2014,Kharif,Chhattisgarh,55306.0,35064,1274.7,8348993.76,18250.98,0.592962963,25.6,63.5,Red,5.8,190.2,64.3,71.5,66.4,Borewell,Local,May,November,167,56.9,30.9,22.4,54.9,0.0,70.7
Bajra,2019,Kharif,Nagaland,710.0,720,1593.0,121949.6,262.7,0.995454545,28.2,95.0,Sandy Loam,6.12,246.1,112.8,94.7,60.0,Rainfed,Hybrid,July,October,79,77.0,19.4,35.8,43.4,22.7,65.4
Cowpea(Lobia),2018,Kharif,Nagaland,550.0,810,1372.7,89210.0,192.5,1.473333333,26.9,91.9,Sandy Loam,6.95,222.1,80.4,107.6,42.6,Rainfed,Improved,May,August,77,66.7,19.3,37.9,33.5,20.4,60.2
Coriander,2011,Whole Year,Karnataka,3042.0,1236,1178.986364,509595.84,1003.86,0.406,26.6,49.7,Sandy Loam,6.73,237.2,75.5,116.7,51.6,Rainfed,HYV,January,April,101,70.3,18.6,17.0,23.5,61.1,49.4
Niger seed,2006,Kharif,West Bengal,4930.0,3218,1631.4,629610.3,1084.6,0.481428571,25.3,89.8,Alluvial,6.79,162.2,63.0,83.9,48.5,Rainfed,Local,June,September,98,49.5,14.2,20.6,38.9,47.7,47.9
Masoor,2013,Rabi,Uttar Pradesh,449264.0,310261,995.2,64914155.36,121301.28,0.862666667,19.2,52.9,Loamy,6.73,188.8,56.4,91.3,54.8,Borewell,HYV,December,April,108,61.3,21.7,13.8,33.6,10.3,59.9
Castor seed,2002,Kharif,Odisha,7830.0,3610,1102.8,741266.1,1957.5,0.463913043,29.6,94.6,Alluvial,7.07,144.1,39.2,43.8,54.0,Borewell,DCH 177,June,December,165,52.0,39.3,24.3,58.6,30.5,61.1
Gram,2013,Rabi,Himachal Pradesh,475.0,448,1216.9,68632.75,128.25,0.822222222,13.3,51.8,Loamy,6.34,192.3,72.9,70.7,54.9,Sprinkler,JG 11,November,March,114,58.9,25.6,26.1,35.9,48.1,54.4
Soyabean,2012,Kharif,Uttar Pradesh,13679.0,19342,746.3,2062793.2,4240.49,1.415714286,26.7,50.9,Alluvial,7.33,172.9,61.1,90.6,27.7,Rainfed,Local,June,October,108,58.2,14.6,20.2,16.2,29.4,49.4
Sunflower,2001,Kharif,Tamil Nadu,6607.0,8530,481.3,674772.91,1717.82,1.323,27.1,74.2,Black,8.39,146.5,62.9,47.0,42.2,Borewell,Improved,May,August,100,43.0,23.4,32.1,23.8,14.1,52.5
Small millets,2014,Rabi,Maharashtra,17300.0,5900,1001.6,2611608.0,5709.0,0.385384615,21.6,45.6,Laterite,5.62,158.1,67.1,102.8,51.6,Drip,Improved,October,January,86,57.0,18.4,27.1,56.2,45.0,61.9
Wheat,2012,Rabi,Nagaland,3270.0,5890,1296.6,493116.0,1013.7,1.797777778,13.6,68.0,Loamy,6.4,212.1,61.1,98.3,47.3,Rainfed,High Yielding Variety,December,April,127,65.8,7.5,33.4,11.1,55.4,46.1
Groundnut,2000,Kharif,Punjab,4000.0,4000,405.3,392680.0,1040.0,1.0,27.4,61.6,Alluvial,7.35,139.6,43.1,44.7,43.7,Borewell,Hybrid,June,October,114,37.7,27.7,30.6,24.4,28.5,48.9
Onion,2017,Rabi,Telangana,9378.0,341048,815.7,1476472.32,3563.64,34.61428571,19.8,56.0,Black,7.69,226.6,76.1,108.9,53.6,Borewell,Local,October,February,135,72.9,27.5,32.6,46.9,16.0,67.9
Wheat,2003,Rabi,Nagaland,10000.0,19500,1709.8,989800.0,2400.0,1.86625,17.6,83.9,Loamy,6.96,125.2,38.3,61.0,62.5,Rainfed,Local,December,April,133,56.2,17.0,38.8,44.6,8.6,73.7
Rapeseed &Mustard,1998,Rabi,Assam,288829.0,135631,2354.4,28536305.2,83760.41,0.473478261,17.4,81.2,Alluvial,7.51,126.8,42.3,44.7,62.0,Rainfed,HYV,October,February,121,38.5,34.8,24.6,46.3,9.7,64.4
Gram,2004,Rabi,Karnataka,408094.0,230979,1117.7,44212903.96,85699.74,0.5444,20.8,54.0,Loamy,6.39,142.9,54.8,54.9,35.6,Rainfed,Pusa 372,October,January,103,48.5,15.0,39.4,15.2,2.9,48.0
Dry chillies,2000,Whole Year,Bihar,4385.0,4641,1207.0,430475.45,1140.1,1.03,25.9,69.7,Black,7.24,138.8,42.6,61.8,52.7,Canal,Local,January,June,162,56.8,37.5,45.5,63.5,0.0,72.2
Groundnut,2013,Kharif,Uttarakhand,1218.0,1426,1735.4,175988.82,328.86,1.152857143,24.7,87.0,Loamy,6.86,214.6,63.5,86.1,71.6,Borewell,Local,June,October,118,66.0,31.3,53.4,81.0,38.2,71.8
Rice,2000,Kharif,Goa,41000.0,96568,3886.9,4024970.0,10660.0,2.36,27.1,88.4,Sandy,6.11,80.8,12.0,33.5,72.5,Flood,Basmati,May,September,114,34.2,33.9,48.8,80.6,29.3,60.6
Urad,2016,Autumn,Jharkhand,35690.0,34852,1296.3,5469492.5,12491.5,1.117368421,26.6,66.4,Red,5.65,201.5,70.9,86.5,57.6,Canal,High Yielding Variety,October,January,83,53.6,24.0,26.9,61.9,13.7,60.1
Bajra,2015,Kharif,Gujarat,147139.0,238821,584.3,23234719.49,48555.87,1.631153846,30.5,62.5,Sandy,6.99,235.4,64.3,90.0,26.1,Rainfed,Hybrid,June,September,77,81.8,22.8,5.1,0.1,24.5,66.3
Other Kharif pulses,2018,Kharif,Himachal Pradesh,6568.0,6043,1052.2,1065329.6,2298.8,0.925714286,27.5,65.8,Loamy,6.43,254.0,75.7,103.5,52.1,Sprinkler,Local,May,August,92,69.4,21.0,15.9,39.6,15.3,69.6
Sweet potato,2007,Rabi,Puducherry,1.0,1,1434.5875,133.4,0.16,1.0,22.6,75.4,Sandy,7.39,128.8,55.9,61.0,64.2,Borewell,Improved,October,February,109,43.4,30.5,23.0,52.9,47.0,54.7
Arhar/Tur,2009,Rabi,Jharkhand,18644.0,30146,996.1,2905108.08,3169.48,1.295652174,20.4,72.8,Laterite,6.26,179.4,58.8,71.6,41.5,Borewell,Hybrid,October,April,166,49.7,10.1,34.2,40.4,40.7,60.3
Sannhamp,2007,Kharif,Madhya Pradesh,4569.0,3400,740.4,609504.6,731.04,0.568292683,27.5,60.8,Sandy Loam,6.79,152.0,53.1,83.7,21.9,Rainfed,Local,May,September,105,63.2,16.9,27.8,15.0,39.1,51.9
Sunflower,2002,Kharif,Bihar,13359.0,17393,1105.8,1264696.53,3339.75,1.258148148,25.9,81.1,Black,8.36,130.7,29.7,49.4,49.0,Rainfed,Local,July,October,99,29.9,42.4,26.9,22.8,26.9,35.3
Cotton(lint),2000,Kharif,Andhra Pradesh,1021721.0,1662683,935.6,100302350.6,265647.46,1.687727273,29.3,62.4,Alluvial,6.96,152.8,49.3,44.2,51.2,Borewell,Local,May,October,160,56.0,31.9,31.4,38.6,36.1,61.2
Banana,2010,Whole Year,Madhya Pradesh,8102.0,433263,856.3,1345823.22,1944.48,34.189375,27.8,45.2,Loamy,6.19,233.6,94.3,111.4,51.3,Borewell,Robusta,February,January,334,73.3,26.6,43.1,43.1,26.2,64.4
Potato,2019,Whole Year,Assam,104750.0,756222,2084.7,17991860.0,38757.5,7.303703704,20.9,95.0,Alluvial,7.02,285.1,109.5,124.4,58.6,Rainfed,Hybrid,February,June,115,84.0,20.1,52.1,46.1,39.7,75.7
Masoor,2004,Rabi,Nagaland,2530.0,1100,1711.5,274100.2,531.3,0.43875,17.2,76.5,Laterite,5.6,89.9,37.6,38.2,62.7,Canal,Local,October,February,108,39.3,16.1,28.6,79.0,18.8,72.9
Sesamum,2002,Kharif,Odisha,43471.0,7022,1102.8,4115399.57,10867.75,0.203448276,29.5,67.4,Alluvial,7.44,136.6,53.4,53.4,38.0,Rainfed,Local,May,August,82,45.1,28.3,33.3,19.0,5.4,54.1
Gram,2019,Rabi,Gujarat,405046.0,636475,1067.8,69570700.96,149867.02,1.489393939,19.5,48.0,Loamy,7.06,264.5,103.2,122.0,38.4,Rainfed,Local,October,January,103,79.4,4.6,16.6,24.6,25.9,66.7
Rapeseed &Mustard,1999,Rabi,Jammu and Kashmir,68751.0,50410,667.1,7296543.63,18562.77,0.561818182,12.4,30.6,Alluvial,7.42,160.2,30.0,50.7,49.8,Canal,Pusa Bold,December,April,112,45.5,9.9,8.6,31.9,46.4,47.2
Arhar/Tur,2017,Whole Year,Kerala,207.0,323,2664.8,32590.08,78.66,1.56,25.6,87.5,Red,5.97,182.0,95.7,99.9,46.0,Rainfed,Pusa 992,February,August,167,64.2,43.6,29.8,53.5,11.7,65.5
Urad,2019,Rabi,Nagaland,830.0,680,1593.0,142560.8,307.1,0.810909091,21.0,73.9,Black,8.19,253.7,87.9,127.7,55.8,Rainfed,HYV,October,January,78,64.8,28.1,29.3,42.6,36.0,62.2
Cowpea(Lobia),2015,Rabi,Mizoram,107.0,117,2310.8,16896.37,35.31,0.996666667,22.5,75.2,Red,5.83,222.1,66.5,80.7,60.8,Rainfed,Improved,October,December,74,70.1,13.5,29.7,41.1,40.2,66.5
Sunflower,2013,Rabi,Bihar,14030.0,19789,1069.9,2027194.7,3788.1,1.416818182,20.5,57.8,Alluvial,6.54,167.5,59.5,103.5,50.6,Borewell,Hybrid,October,January,95,63.2,32.1,23.1,52.2,46.0,61.5
Rapeseed &Mustard,2008,Rabi,Himachal Pradesh,8883.0,2373,1357.1,1270624.32,799.47,0.32,15.7,60.3,Loamy,6.08,176.1,47.1,83.5,45.6,Rainfed,Hybrid,October,February,128,61.5,32.0,23.7,20.7,28.4,45.0
Sesamum,2007,Winter,Odisha,30132.0,6220,1633.8,4019608.8,4821.12,0.1825,22.4,69.9,Alluvial,7.47,196.2,66.6,86.1,72.7,Canal,High Yielding Variety,September,December,82,58.5,19.9,27.0,75.6,55.3,59.0
Gram,2003,Kharif,Andhra Pradesh,52.0,90,826.0,5146.96,12.48,1.656666667,25.7,77.6,Black,8.08,132.0,53.8,57.3,45.5,Drip,Hybrid,July,October,99,44.8,22.8,21.6,30.6,49.8,55.1
Sugarcane,2001,Whole Year,Gujarat,175800.0,12458000,666.5,17954454.0,45708.0,62.97384615,25.6,42.5,Sandy,6.96,120.9,35.9,28.4,57.8,Flood,Co 86032,January,December,333,36.4,12.6,23.2,34.6,40.5,48.9
Tapioca,2011,Kharif,Mizoram,391.0,1294,2439.340909,65500.32,129.03,4.176666667,27.0,92.4,Laterite,5.76,211.3,79.6,97.9,65.7,Canal,Local,June,March,263,64.1,20.9,33.9,75.6,27.5,59.5
Rapeseed &Mustard,2010,Rabi,Tripura,1972.0,1516,2348.3,327568.92,473.28,0.77,18.7,87.1,Laterite,5.61,226.1,78.3,100.4,55.1,Rainfed,Improved,December,April,129,55.8,27.1,11.9,60.2,25.1,65.9
Jowar,2016,Kharif,Haryana,52800.0,28200,554.7,8091600.0,18480.0,0.576666667,30.1,49.2,Loamy,7.07,193.7,68.6,71.6,43.9,Canal,HYV,May,September,134,58.2,3.0,19.0,47.0,11.5,64.1
Soyabean,2019,Kharif,Karnataka,336850.0,378700,1422.3,57857356.0,124634.5,1.065555556,29.4,87.3,Loamy,6.01,264.1,86.0,107.4,56.0,Borewell,JS 335,May,August,100,71.7,31.4,35.0,66.8,47.0,60.7
Cotton(lint),2019,Kharif,Gujarat,2654636.0,8624334,1067.8,455960279.4,982215.32,3.182,29.9,55.3,Black,7.0,281.8,92.6,107.1,61.0,Borewell,Local,May,October,160,83.6,55.3,29.0,42.5,30.8,64.3
Sunflower,2019,Kharif,Tamil Nadu,168.0,168,910.1,28855.68,62.16,1.0,25.1,80.7,Loamy,7.01,268.1,96.4,110.6,31.2,Rainfed,HYV,July,October,96,73.0,26.9,35.7,11.0,20.6,69.7
Sunflower,2012,Summer,Uttar Pradesh,2721.0,2125,746.3,410326.8,843.51,0.809117647,28.7,37.6,Black,7.84,159.5,70.3,81.3,53.8,Canal,Hybrid,April,July,102,49.5,34.9,27.1,48.1,49.3,60.2
Moong(Green Gram),2010,Kharif,Uttar Pradesh,41377.0,19457,742.6,6873133.47,9930.48,0.473818182,31.0,60.1,Loamy,6.6,243.2,94.7,101.0,44.4,Borewell,Improved,May,July,70,82.0,20.0,20.1,44.5,24.4,73.0
Rice,2008,Summer,West Bengal,1556662.0,4358011,1560.1,222664932.5,140099.58,2.646666667,30.6,74.2,Alluvial,6.53,171.3,62.9,73.6,72.1,Canal,Hybrid,April,August,135,69.1,38.2,29.8,62.7,41.9,54.6
Cowpea(Lobia),2014,Rabi,Mizoram,185.0,214,2029.9,27927.6,61.05,0.868,19.2,82.1,Sandy Loam,6.49,196.6,58.9,60.4,56.1,Rainfed,HYV,October,January,76,64.2,37.8,35.0,51.0,57.1,69.8
Coconut,2009,Whole Year,Kerala,778618.0,5667000000,2821.5,121324256.8,132365.06,6728.865,24.7,91.1,Laterite,6.11,180.2,72.1,65.9,59.5,Rainfed,HYV,January,May,119,55.4,22.1,34.6,38.4,19.3,59.4
Sunflower,2002,Kharif,West Bengal,2369.0,3207,1629.1,224273.23,592.25,1.062,23.5,85.7,Loamy,6.81,101.2,42.0,34.7,71.0,Canal,KBSH,May,August,96,56.2,25.1,38.4,68.5,12.3,63.8
Groundnut,2003,Kharif,Bihar,468.0,231,1353.9,46322.64,112.32,0.441111111,25.9,87.2,Alluvial,6.69,178.5,58.2,73.1,64.6,Rainfed,JL 24,June,October,105,67.7,24.9,35.2,36.6,32.6,52.2
Jute,2008,Kharif,Assam,60111.0,647455,2109.9,8598277.44,5409.99,10.38925926,31.4,92.1,Alluvial,7.56,201.2,70.8,81.7,59.2,Rainfed,Improved,May,September,112,53.3,36.1,34.4,41.0,56.2,41.3
Sesamum,2011,Kharif,Andhra Pradesh,33178.0,7939,861.9,5557978.56,10948.74,0.270526316,29.7,75.7,Sandy Loam,6.67,213.2,77.7,97.3,45.0,Borewell,Local,July,October,90,77.4,31.3,28.5,48.7,14.5,67.7
Sugarcane,2001,Whole Year,Goa,1205.0,70565,2530.6,123066.65,313.3,58.56,27.2,79.6,Black,7.04,127.9,52.0,77.0,67.5,Canal,Hybrid,January,December,327,56.6,37.4,54.5,81.4,5.6,78.0
Moong(Green Gram),2011,Summer,Uttar Pradesh,35262.0,29663,777.4,5907090.24,11636.46,0.770327869,27.9,38.6,Alluvial,6.58,218.0,105.6,104.2,49.4,Borewell,Local,March,May,70,66.2,6.2,20.3,24.1,17.7,53.4
Jute,2005,Kharif,Meghalaya,4017.0,35499,3374.4,481718.64,843.57,7.11,26.6,95.0,Alluvial,6.88,171.0,38.4,89.9,65.4,Rainfed,High Yielding Variety,July,November,110,60.4,18.8,60.4,57.2,36.9,71.0
Urad,2019,Kharif,Himachal Pradesh,7017.0,5155,1217.7,1205239.92,2596.29,0.777272727,26.0,66.4,Sandy Loam,6.51,247.0,77.2,116.5,43.1,Rainfed,Local,May,August,82,69.7,31.5,21.8,33.2,51.9,45.5
Wheat,2010,Rabi,Gujarat,1588600.0,5013400,1107.5,263882346.0,381264.0,3.0388,19.3,42.8,Black,7.0,282.3,83.7,112.6,55.2,Borewell,Hybrid,October,March,141,80.6,13.9,30.5,46.1,18.4,65.5
Turmeric,2016,Whole Year,Haryana,1885.0,23797,554.7,288876.25,659.75,12.551,25.0,48.8,Laterite,6.23,161.8,76.4,87.3,26.3,Borewell,Hybrid,January,September,238,57.4,8.3,22.8,27.7,25.4,61.8
Maize,2002,Kharif,Tamil Nadu,121057.0,191646,315.9,11460466.19,30264.25,1.806956522,29.0,71.1,Sandy,7.17,55.1,28.7,31.1,40.6,Canal,HQPM,July,October,100,30.1,20.7,49.5,29.1,41.5,35.7
Coriander,2013,Whole Year,Madhya Pradesh,143986.0,94851,1451.4,20804537.14,38876.22,0.465,21.9,57.5,Sandy Loam,6.22,179.5,69.4,71.0,62.8,Rainfed,High Yielding Variety,February,June,105,59.4,25.5,26.8,43.9,23.1,59.9
Urad,2007,Kharif,Chhattisgarh,109010.0,33521,1246.2,14541934.0,17441.6,0.32,31.1,70.9,Loamy,7.15,183.1,67.4,79.1,58.0,Canal,Improved,July,October,81,72.2,32.6,26.3,67.1,31.2,70.9
Urad,2017,Kharif,Madhya Pradesh,1788800.0,1744360,800.0,281628672.0,679744.0,0.742941176,30.2,60.4,Black,7.73,194.4,76.1,106.5,48.9,Canal,Local,May,August,79,63.8,26.6,27.2,40.2,33.3,54.7
Wheat,2006,Rabi,Haryana,2377067.0,10059000,329.3,303575226.6,522954.74,4.062,15.3,41.1,Alluvial,6.9,203.4,65.0,67.9,45.3,Canal,HD 2967,October,February,125,59.4,0.0,31.0,37.3,32.4,55.4
Masoor,2017,Rabi,Arunachal Pradesh,438.0,252,2745.5,68958.72,166.44,0.581,17.6,73.8,Laterite,5.52,233.4,79.9,103.8,55.7,Rainfed,High Yielding Variety,December,April,115,65.8,0.2,22.2,54.6,27.8,82.1
Peas & beans (Pulses),1999,Rabi,Bihar,25402.0,18164,1402.7,2695914.26,6858.54,0.727837838,17.4,71.2,Alluvial,7.47,158.8,57.7,62.2,59.9,Borewell,Improved,November,February,96,46.8,8.6,24.9,59.6,3.7,62.3
Bajra,2000,Kharif,Uttar Pradesh,881010.0,1277360,874.4,86488751.7,229062.6,1.278823529,26.6,62.1,Sandy Loam,6.25,76.2,40.9,39.7,34.0,Rainfed,Hybrid,July,October,86,37.8,24.7,15.2,13.2,29.6,46.5
Other  Rabi pulses,2017,Rabi,Andhra Pradesh,10004.0,12174,868.2,1575029.76,3801.52,0.94,20.5,69.3,Black,7.06,190.7,76.2,102.9,37.9,Rainfed,Improved,December,April,110,64.7,0.5,41.9,3.4,11.7,44.1
Mesta,2000,Kharif,Chhattisgarh,1393.0,2803,896.4,136750.81,362.18,1.941333333,29.0,65.9,Laterite,5.39,68.7,36.9,37.2,39.0,Canal,Hybrid,June,October,119,29.9,15.2,31.6,43.0,9.0,47.8
Potato,2014,Kharif,Karnataka,33572.0,206657,1238.5,5068029.12,11078.76,6.655555556,25.2,65.9,Sandy Loam,6.09,158.1,75.6,70.6,52.1,Borewell,Hybrid,May,August,100,54.9,26.1,52.8,41.9,43.4,67.1
Other Summer Pulses,2016,Summer,Puducherry,10.0,8,1391.3,1532.5,3.5,0.8,32.8,66.5,Alluvial,6.55,228.5,77.2,92.7,47.0,Rainfed,Local,February,April,75,60.6,19.5,28.9,36.5,19.5,53.1
Urad,2003,Kharif,Andhra Pradesh,95454.0,66827,826.0,9448036.92,22908.96,0.656363636,29.8,71.5,Black,8.16,148.9,46.8,71.3,31.0,Borewell,Improved,May,August,78,43.2,15.5,25.5,39.0,13.9,54.2
Ragi,2013,Kharif,Nagaland,320.0,300,1350.9,46236.8,86.4,0.965714286,26.5,95.0,Loamy,6.67,178.3,64.5,82.2,59.3,Drip,HYV,June,October,113,62.4,31.8,39.7,60.7,30.1,63.7
Soyabean,2000,Kharif,Uttarakhand,6478.0,4382,1413.4,635945.26,1684.28,0.654545455,24.1,72.9,Loamy,6.92,96.2,66.2,60.5,65.5,Rainfed,Hybrid,July,November,107,52.4,26.6,39.2,47.3,18.3,70.1
Maize,2019,Rabi,Gujarat,132342.0,333579,1067.8,22731061.92,48966.54,2.556190476,22.2,45.5,Loamy,6.69,270.9,87.0,116.4,60.4,Borewell,HYV,December,April,112,78.9,30.8,20.4,50.7,44.7,69.3
Sweet potato,2015,Kharif,Nagaland,1640.0,13950,1308.3,258972.4,541.2,8.504545455,26.0,87.7,Red,6.2,182.6,76.1,86.3,46.2,Rainfed,Improved,July,November,121,58.9,21.4,29.6,35.1,7.9,65.2
Gram,2010,Rabi,Haryana,111521.0,110000,639.2,18524753.31,26765.04,0.515714286,16.4,38.2,Loamy,7.06,239.7,92.6,117.2,37.5,Canal,JG 11,October,February,105,64.0,14.4,20.9,36.0,47.9,52.0
Cowpea(Lobia),2019,Rabi,Odisha,27980.0,20670,1593.9,4805844.8,10352.6,0.7432,25.0,71.8,Alluvial,7.03,232.2,97.0,113.4,64.9,Borewell,HYV,November,January,73,81.7,20.3,32.1,61.9,24.1,83.0
Arhar/Tur,1999,Kharif,Tamil Nadu,87782.0,62411,922.8,9316303.66,23701.14,0.680769231,31.9,65.9,Red,6.4,144.7,46.4,34.5,49.0,Canal,Local,July,January,169,52.2,31.9,29.4,48.6,38.5,53.0
Tobacco,2001,Whole Year,Andhra Pradesh,188936.0,418057,928.4,19296033.68,49123.36,2.97047619,26.9,59.4,Red,6.32,153.9,43.7,40.2,59.6,Borewell,Local,January,June,150,41.4,25.5,22.8,35.9,19.3,42.1
Jute,2002,Kharif,Nagaland,1500.0,5500,1536.6,142005.0,375.0,3.8625,25.9,94.8,Laterite,6.01,104.6,14.4,34.1,50.8,Rainfed,JRO 524,June,September,103,33.3,35.9,39.6,31.2,58.8,39.9
Other Kharif pulses,2017,Kharif,Jharkhand,27172.0,19797,1165.7,4277959.68,10325.36,0.665454545,31.6,73.8,Loamy,6.23,237.8,80.5,119.0,49.8,Canal,Local,June,September,104,61.7,28.3,18.1,53.8,37.8,71.4
Urad,2005,Rabi,Karnataka,10445.0,5001,1316.2,1252564.4,2193.45,0.473333333,22.6,64.8,Red,5.93,122.6,40.3,38.7,58.4,Drip,Local,October,January,84,42.9,21.5,19.1,52.4,44.8,47.1
Groundnut,2004,Kharif,Haryana,2071.0,1500,484.6,224372.14,434.91,0.58,27.0,50.8,Red,6.16,125.1,42.9,32.4,31.8,Borewell,Improved,June,October,121,39.0,26.1,26.1,26.2,37.3,75.0
Peas & beans (Pulses),2002,Rabi,Jammu and Kashmir,805.0,618,933.2,76209.35,201.25,0.911428571,11.6,40.6,Loamy,7.16,113.7,46.2,46.1,39.8,Sprinkler,Hybrid,December,March,97,47.9,10.7,20.5,36.4,46.1,47.9
Jowar,2017,Summer,Puducherry,2.0,6,1582.4,314.88,0.76,3.0,31.1,75.1,Red,6.16,177.2,64.4,92.5,48.0,Rainfed,Local,February,June,113,63.6,22.2,28.5,38.3,37.8,67.7
Sunflower,2013,Rabi,Nagaland,2050.0,1300,1350.9,296204.5,553.5,0.64,19.6,73.5,Black,7.47,193.7,74.2,98.9,69.5,Canal,Hybrid,December,March,98,65.4,26.3,29.2,64.3,48.9,70.4
Groundnut,2019,Kharif,Jharkhand,26088.0,28782,1137.8,4480874.88,9652.56,0.977916667,29.6,65.1,Red,5.67,220.2,85.6,97.5,55.9,Borewell,Local,June,October,108,62.2,42.9,31.1,50.1,29.0,60.2
Wheat,2019,Rabi,Andhra Pradesh,37.0,11,899.2,6355.12,13.69,0.155,18.8,65.8,Sandy,6.09,200.6,78.2,93.6,50.0,Canal,PBW 343,October,March,136,76.9,19.5,34.5,51.0,0.0,66.7
Groundnut,2008,Summer,Odisha,49116.0,62791,1539.0,7025552.64,4420.44,1.197586207,31.2,69.8,Red,6.28,116.8,57.5,54.8,38.9,Rainfed,Local,April,August,127,49.0,30.0,44.8,48.1,57.6,50.4
Rapeseed &Mustard,2007,Rabi,Madhya Pradesh,635178.0,593891,740.4,84732745.2,101628.48,0.675531915,17.4,41.7,Red,5.83,116.8,51.8,60.9,25.4,Rainfed,High Yielding Variety,October,February,124,47.7,20.3,20.0,0.0,14.1,55.5
Urad,2007,Rabi,West Bengal,6901.0,5326,2007.5,920593.4,1104.16,0.7375,22.6,73.8,Laterite,5.41,111.6,50.8,47.9,61.4,Rainfed,Improved,November,February,80,45.6,19.9,35.5,43.0,47.2,50.5
Urad,2000,Kharif,Maharashtra,574000.0,205100,1057.8,56349580.0,149240.0,0.461818182,28.3,71.5,Loamy,7.13,124.5,39.4,58.0,47.5,Drip,High Yielding Variety,May,July,71,52.8,24.9,24.1,49.7,13.9,76.3
Cotton(lint),1998,Kharif,Uttar Pradesh,7454.0,813,743.4,736455.2,2161.66,0.088,29.8,64.7,Alluvial,7.3,116.8,43.3,56.4,39.6,Canal,Desi,June,November,161,50.0,51.4,50.3,34.4,32.4,46.0
Urad,2007,Kharif,Madhya Pradesh,567959.0,193914,740.4,75765730.6,90873.44,0.33,29.2,55.2,Black,8.0,142.3,67.9,75.1,50.2,Canal,Local,June,September,88,46.0,27.7,24.8,30.5,16.7,48.7
Sesamum,2019,Winter,West Bengal,584.0,451,1733.4,100307.84,216.08,1.03125,22.8,68.5,Loamy,7.0,247.8,96.4,113.8,71.9,Canal,Hybrid,November,February,89,85.1,28.5,35.9,65.0,39.0,70.7
Coconut,2014,Whole Year,Puducherry,1526.0,25201000,1330.0,230364.96,503.58,13532.98667,26.8,70.7,Black,8.03,169.7,71.6,85.9,69.3,Canal,Local,January,April,103,54.2,31.2,19.7,63.5,19.2,64.3
Cotton(lint),2002,Kharif,Himachal Pradesh,28.0,15,890.8,2650.76,7.0,0.4275,24.0,65.7,Sandy Loam,6.43,117.7,33.1,35.1,30.9,Rainfed,Bt Hybrid,May,October,153,34.2,40.5,45.1,2.8,78.7,32.3
Rice,2013,Kharif,Madhya Pradesh,1881546.0,3321724,1451.4,271864581.5,508017.42,1.410204082,27.3,65.3,Black,7.86,165.0,74.2,78.6,52.8,Rainfed,IR 64,May,September,133,50.8,42.4,31.3,44.1,17.7,58.7
Bajra,2019,Kharif,Telangana,829.0,1007,1031.7,142389.04,306.73,1.1275,26.9,62.8,Red,5.88,212.7,89.8,95.0,48.7,Borewell,Pusa 383,May,August,83,64.4,14.0,18.3,49.2,19.1,73.7
Urad,2004,Kharif,Maharashtra,530500.0,216500,1052.0,57474370.0,111405.0,0.522121212,28.2,64.2,Black,8.38,172.2,47.5,68.1,38.4,Rainfed,HYV,July,October,84,40.6,26.3,22.1,14.9,17.8,51.9
